Time  	KZ11W:	KZ11C:	SD13L:
11:03:23 110.1	15.4	12504	

11:03:24 110.2	15.4	12509	

11:03:25 110.2	15.4	12513	

11:03:26 110.1	15.4	12517	

11:03:27 110.2	15.4	12520	

11:03:28 110.2	15.4	12524	

11:03:29 110.3	15.3	12525	

11:03:30 110.3	15.3	12529	

11:03:31 110.3	15.3	12531	

11:03:33 110.3	15.3	12532	

11:03:34 110.3	15.3	12533	

11:03:35 110.4	15.3	12532	

11:03:36 110.4	15.3	12531	

11:03:37 110.4	15.3	12531	

11:03:38 110.4	15.3	12528	

11:03:39 110.4	15.3	12527	

11:03:40 110.4	15.3	12523	

11:03:41 110.5	15.3	12520	

11:03:42 110.4	15.3	12516	

11:03:43 110.4	15.3	12512	

11:03:45 110.5	15.3	12508	

11:03:46 110.5	15.3	12502	

11:03:47 110.5	15.3	12498	

11:03:48 110.5	15.3	12491	

11:03:49 110.4	15.3	12486	

11:03:50 110.4	15.3	12478	

11:03:51 110.2	15.3	12472	

11:03:52 110.1	15.3	12462	

11:03:53 110.1	15.3	12457	

11:03:55 109.9	15.3	12447	

11:03:56 109.8	15.3	12441	

11:03:57 109.8	15.3	12430	

11:03:58 109.8	15.3	12423	

11:03:59 109.7	15.3	12412	

11:04:00 109.6	15.3	12405	

11:04:01 109.6	15.3	12397	

11:04:02 109.6	15.3	12386	

11:04:03 109.5	15.3	12378	

11:04:04 109.4	15.3	12364	

11:04:06 109.3	15.3	12356	

11:04:07 109.2	15.3	12343	

11:04:08 109.2	15.3	12335	

11:04:09 109.1	15.3	12319	

11:04:10 109.1	15.3	12310	

11:04:11 108.9	15.2	12300	

11:04:12 108.8	15.3	12285	

11:04:13 108.7	15.2	12276	

11:04:14 108.6	15.2	12260	

11:04:15 108.5	15.2	12249	

11:04:16 108.5	15.2	12231	

11:04:18 108.4	15.2	12220	

11:04:19 108.3	15.2	12204	

11:04:20 108.2	15.2	12192	

11:04:21 108.1	15.2	12180	

11:04:22 107.9	15.2	12162	

11:04:23 107.8	15.2	12149	

11:04:24 107.6	15.2	12132	

11:04:25 107.5	15.2	12119	

11:04:26 107.3	15.2	12100	

11:04:27 107.2	15.2	12087	

11:04:29 107.0	15.2	12067	

11:04:30 106.9	15.2	12054	

11:04:31 106.8	15.2	12032	

11:04:32 106.6	15.2	12019	

11:04:33 106.4	15.2	11998	

11:04:34 106.2	15.2	11985	

11:04:35 106.0	15.2	11971	

11:04:36 105.8	15.2	11951	

11:04:37 105.7	15.2	11938	

11:04:39 105.5	15.2	11919	

11:04:40 105.3	15.2	11907	

11:04:41 105.1	15.2	11888	

11:04:42 105.0	15.2	11876	

11:04:43 104.8	15.2	11860	

11:04:44 104.7	15.2	11846	

11:04:45 104.6	15.2	11834	

11:04:46 104.4	15.2	11818	

11:04:47 104.2	15.2	11807	

11:04:48 104.1	15.2	11791	

11:04:49 104.0	15.2	11781	

11:04:51 103.9	15.2	11767	

11:04:52 103.8	15.2	11758	

11:04:53 103.7	15.2	11743	

11:04:54 103.6	15.2	11734	

11:04:55 103.5	15.2	11722	

11:04:56 103.4	15.1	11714	

11:04:57 103.3	15.2	11706	

11:04:58 103.2	15.1	11694	

11:04:59 103.1	15.1	11687	

11:05:01 103.0	15.1	11677	

11:05:02 102.9	15.1	11670	

11:05:03 102.8	15.1	11660	

11:05:04 102.7	15.1	11654	

11:05:05 102.6	15.1	11647	

11:05:06 102.6	15.1	11641	

11:05:07 102.5	15.1	11635	

11:05:08 102.5	15.1	11630	

11:05:09 102.4	15.1	11624	

11:05:10 102.4	15.1	11621	

11:05:12 102.3	15.1	11618	

11:05:13 102.3	15.1	11613	

11:05:14 102.2	15.1	11612	

11:05:15 102.2	15.1	11609	

11:05:16 102.2	15.1	11607	

11:05:17 102.1	15.1	11607	

11:05:18 102.1	15.1	11606	

11:05:19 102.1	15.1	11608	

11:05:20 102.1	15.1	11609	

11:05:21 102.1	15.1	11612	

11:05:23 102.1	15.1	11616	

11:05:24 102.1	15.1	11618	

11:05:25 102.2	15.1	11624	

11:05:26 102.2	15.1	11627	

