Time  	KZ11W:	KZ11C:	SD13L:
14:47:36 124.5	17.8	13809	
14:47:37 124.5	17.8	13806	
14:47:38 124.5	17.8	13803	
14:47:39 124.4	17.8	13799	
14:47:40 124.4	17.8	13797	
14:47:41 124.4	17.8	13793	
14:47:42 124.4	17.8	13791	
14:47:44 124.4	17.8	13786	
14:47:45 124.4	17.8	13783	
14:47:46 124.4	17.8	13777	
14:47:47 124.3	17.8	13774	
14:47:48 124.3	17.8	13771	
14:47:49 124.2	17.8	13764	
14:47:50 124.2	17.8	13759	
14:47:51 124.1	17.8	13753	
14:47:52 124.1	17.7	13748	
14:47:53 124.1	17.7	13744	
14:47:55 124.0	17.7	13738	
14:47:56 124.0	17.7	13731	
14:47:57 124.0	17.7	13726	
14:47:58 124.0	17.7	13718	
14:47:59 124.0	17.7	13712	
14:48:00 124.0	17.7	13703	
14:48:01 123.9	17.7	13697	
14:48:02 123.9	17.7	13691	
14:48:03 123.9	17.7	13683	
14:48:05 123.8	17.7	13676	
14:48:06 123.8	17.7	13667	
14:48:07 123.8	17.7	13659	
14:48:08 123.7	17.7	13648	
14:48:09 123.6	17.7	13641	
14:48:10 123.5	17.7	13629	
14:48:11 123.4	17.7	13623	
14:48:12 123.4	17.7	13611	
14:48:13 123.3	17.7	13602	
14:48:14 123.2	17.7	13591	
14:48:16 123.1	17.7	13584	
14:48:17 123.0	17.7	13575	
14:48:18 122.9	17.7	13562	
14:48:19 122.8	17.7	13553	
14:48:20 122.7	17.7	13540	
14:48:21 122.6	17.7	13532	
14:48:22 122.5	17.7	13518	
14:48:23 122.4	17.7	13509	
14:48:24 122.2	17.7	13496	
14:48:25 122.2	17.7	13487	
14:48:27 122.1	17.7	13472	
14:48:28 122.0	17.7	13462	
14:48:29 122.0	17.7	13449	
14:48:30 122.0	17.7	13439	
14:48:31 121.9	17.7	13429	
14:48:32 121.9	17.7	13413	
14:48:33 121.9	17.7	13404	
14:48:34 121.7	17.7	13390	
14:48:35 121.6	17.6	13379	
14:48:36 121.5	17.6	13363	
14:48:38 121.4	17.6	13353	
14:48:39 121.4	17.6	13337	
14:48:40 121.3	17.6	13328	
14:48:41 121.2	17.6	13312	
14:48:42 121.1	17.6	13301	
14:48:43 120.9	17.6	13288	
14:48:44 120.8	17.6	13278	
14:48:45 120.7	17.6	13268	
14:48:46 120.6	17.6	13254	
14:48:47 120.5	17.6	13244	
14:48:49 120.4	17.6	13230	
14:48:50 120.4	17.6	13221	
14:48:51 120.3	17.6	13206	
14:48:52 120.3	17.6	13197	
14:48:53 120.3	17.6	13179	
14:48:54 120.2	17.6	13169	
14:48:55 120.1	17.6	13156	
14:48:56 120.0	17.6	13148	
14:48:57 119.9	17.6	13133	
14:48:59 119.8	17.6	13124	
14:49:00 119.7	17.6	13111	
14:49:01 119.7	17.6	13102	
14:49:02 119.6	17.6	13093	
14:49:03 119.5	17.6	13077	
14:49:04 119.4	17.6	13068	
14:49:05 119.3	17.6	13053	
14:49:06 119.2	17.6	13043	
14:49:07 119.1	17.6	13028	
14:49:08 119.1	17.5	13019	
14:49:10 119.0	17.5	13005	
14:49:11 118.9	17.5	12994	
14:49:12 118.8	17.5	12979	
14:49:13 118.7	17.5	12970	
14:49:14 118.6	17.5	12954	
