Time  	SD13L:
10:27:39 13762	
10:27:40 13759	
10:27:41 13746	
10:27:42 13736	
10:27:43 13736	
10:27:44 13726	
10:27:45 13722	
10:27:46 13715	
10:27:47 13708	
10:27:48 13724	
10:27:49 13718	
10:27:50 13712	
10:27:51 13693	
10:27:52 13672	
10:27:53 13628	
10:27:54 13581	
10:27:55 13598	
10:27:56 13606	
10:27:57 13597	
10:27:58 13592	
10:28:00 13588	
10:28:01 13579	
10:28:02 13581	
10:28:03 13614	
10:28:04 13630	
10:28:05 13626	
10:28:06 13626	
10:28:07 13637	
10:28:08 13654	
10:28:09 13628	
10:28:10 13650	
10:28:11 13641	
10:28:12 13490	
10:28:13 13491	
10:28:14 13495	
10:28:15 13463	
10:28:16 13491	
10:28:17 13508	
10:28:18 13506	
10:28:19 13552	
10:28:20 13572	
10:28:21 13567	
10:28:22 13559	
10:28:23 13555	
10:28:24 13546	
10:28:26 13544	
10:28:27 13540	
10:28:28 13538	
10:28:29 13538	
10:28:30 13524	
10:28:31 13521	
10:28:32 13515	
10:28:33 13502	
10:28:34 13493	
10:28:35 13480	
10:28:36 13471	
10:28:37 13460	
10:28:38 13452	
10:28:39 13425	
10:28:40 12903	
10:28:41 12832	
10:28:42 12949	
10:28:43 12922	
10:28:44 12776	
10:28:45 12814	
10:28:46 12587	
10:28:47 12551	
10:28:48 12572	
10:28:49 12551	
10:28:50 12552	
10:28:52 12528	
10:28:53 12616	
10:28:54 12784	
10:28:55 12787	
10:28:56 12778	
10:28:57 12751	
10:28:58 12764	
10:28:59 12747	
10:29:00 12704	
10:29:01 12766	
10:29:02 12749	
10:29:03 12729	
10:29:04 12670	
10:29:05 12663	
10:29:06 12573	
10:29:07 12546	
10:29:08 12569	
10:29:09 12746	
10:29:10 12741	
10:29:11 12710	
10:29:12 12549	
10:29:13 12518	
10:29:14 12804	
10:29:15 12829	
10:29:17 12339	
10:29:18 12668	
10:29:19 12665	
10:29:20 12681	
10:29:21 12883	
10:29:22 12855	
10:29:23 12876	
10:29:24 12764	
10:29:25 12555	
10:29:26 12422	
10:29:27 12465	
10:29:28 12527	
10:29:29 12554	
10:29:30 12512	
10:29:31 12784	
10:29:32 12920	
10:29:33 12884	
10:29:34 12876	
10:29:35 12854	
10:29:36 12856	
10:29:37 12878	
10:29:38 12891	
10:29:39 12851	
10:29:40 12821	
10:29:41 12793	
10:29:43 12814	
