Time  	SD13L:
10:37:40 11598	
10:37:41 11622	
10:37:42 11612	
10:37:43 11616	
10:37:44 11631	
10:37:45 11625	
10:37:46 11624	
10:37:47 11626	
10:37:48 11621	
10:37:49 11618	
10:37:50 11629	
10:37:51 11631	
10:37:52 11645	
10:37:53 11641	
10:37:54 11641	
10:37:55 11641	
10:37:56 11639	
10:37:58 11640	
10:37:59 11641	
10:38:00 11616	
10:38:01 11586	
10:38:02 11579	
10:38:03 11581	
10:38:04 11611	
10:38:05 11342	
10:38:06 11445	
10:38:07 11255	
10:38:08 11181	
10:38:09 11162	
10:38:10 11167	
10:38:11 11180	
10:38:12 11196	
10:38:13 11178	
10:38:14 11176	
10:38:15 11145	
10:38:16 11138	
10:38:17 11172	
10:38:18 11166	
10:38:19 10915	
10:38:20 11208	
10:38:21 11191	
10:38:22 11175	
10:38:24 11164	
10:38:25 11172	
10:38:26 11159	
10:38:27 11158	
10:38:28 11133	
10:38:29 11136	
10:38:30 11139	
10:38:31 11163	
10:38:32 11158	
10:38:33 11176	
10:38:34 11175	
10:38:35 11178	
10:38:36 11195	
10:38:37 11188	
10:38:38 11187	
10:38:39 11169	
10:38:40 11160	
10:38:41 11177	
10:38:42 11166	
10:38:43 11143	
10:38:44 11158	
10:38:45 11429	
10:38:46 11449	
10:38:47 11464	
10:38:49 11480	
10:38:50 11475	
10:38:51 11461	
10:38:52 11457	
10:38:53 11452	
10:38:54 11446	
10:38:55 11441	
10:38:56 11461	
10:38:57 11469	
10:38:58 11467	
10:38:59 11458	
10:39:00 11467	
10:39:01 11476	
10:39:02 11469	
10:39:03 11437	
10:39:04 11435	
10:39:05 11418	
10:39:06 11426	
10:39:07 11433	
10:39:08 11429	
10:39:09 11432	
10:39:10 11429	
10:39:11 11387	
10:39:12 11384	
10:39:14 11383	
10:39:15 11417	
10:39:16 11390	
10:39:17 11419	
10:39:18 11432	
10:39:19 11429	
10:39:20 11426	
10:39:21 11433	
10:39:22 11429	
10:39:23 11419	
10:39:24 11420	
10:39:25 11420	
10:39:26 11414	
10:39:27 11411	
10:39:28 11412	
10:39:29 11418	
10:39:30 11415	
10:39:31 11408	
10:39:32 11401	
10:39:33 11407	
10:39:34 11402	
10:39:35 11395	
10:39:36 11393	
10:39:37 11394	
10:39:38 11390	
10:39:40 11399	
10:39:41 11407	
10:39:42 11408	
10:39:43 11400	
10:39:44 11398	
10:39:45 11387	
10:39:46 11379	
10:39:47 11379	
10:39:48 11377	
10:39:49 11375	
10:39:50 11370	
10:39:51 11365	
10:39:52 11363	
10:39:53 11353	
10:39:54 11347	
10:39:55 11340	
10:39:56 11340	
10:39:57 11339	
10:39:58 11347	
10:39:59 11351	
10:40:00 11335	
10:40:01 11328	
10:40:02 11322	
