Time  	KZ11W:	KZ11C:	SD13L:
09:48:07 -2.5	23.8	0	
09:48:08 -2.5	23.8	0	
09:48:09 -2.5	23.8	0	
09:48:10 -2.5	23.8	0	
09:48:12 -2.5	23.8	0	
09:48:13 -2.5	23.8	0	
09:48:14 -2.5	23.8	0	
09:48:15 -2.5	23.8	0	
09:48:16 -2.5	23.8	0	
09:48:17 -2.5	23.8	0	
09:48:18 -2.5	23.8	0	
09:48:19 -2.5	23.8	0	
09:48:20 -2.5	23.8	0	
09:48:21 -2.5	23.8	0	
09:48:22 -2.5	23.8	0	
09:48:24 -2.5	23.8	0	
09:48:25 -2.5	23.8	0	
09:48:26 -2.5	23.8	0	
09:48:27 -2.5	23.8	0	
09:48:28 -2.5	23.8	0	
09:48:29 -2.5	23.8	0	
09:48:30 -2.5	23.8	0	
09:48:31 -2.5	23.8	0	
09:48:32 -2.5	23.8	0	
09:48:33 -2.5	23.8	0	
09:48:35 -2.5	23.8	0	
09:48:36 -2.4	23.8	0	
09:48:37 -2.4	23.8	0	
09:48:38 -2.4	23.8	0	
