Time  	KZ11W:	KZ11C:	SD13L:
10:06:20 361.4	20.5	28667	
10:06:21 362.1	20.5	28133	
10:06:22 349.7	20.5	27026	
10:06:23 338.7	20.5	26299	
10:06:24 324.4	20.5	25393	
10:06:26 320.2	20.5	25773	
10:06:27 327.7	20.5	26987	
10:06:28 337.5	20.5	27313	
10:06:29 341.3	20.5	27727	
10:06:30 353.6	20.5	28806	
10:06:31 365.6	20.5	28667	
10:06:32 351.9	20.5	26712	
10:06:33 329.4	20.5	25183	
10:06:34 317.5	20.5	24921	
10:06:36 316.5	20.5	25596	
10:06:37 322.9	20.5	25860	
10:06:38 322.3	20.5	25561	
10:06:39 318.5	20.5	25165	
10:06:40 312.3	20.5	24806	
10:06:41 314.9	20.5	25578	
10:06:42 320.7	20.5	25889	
10:06:43 330.0	20.5	26902	
10:06:44 345.7	20.5	27982	
10:06:46 368.8	20.5	29911	
10:06:47 391.8	20.5	31106	
10:06:48 415.6	20.5	32563	
10:06:49 426.5	20.5	32434	
10:06:50 427.2	20.5	31975	
10:06:51 428.1	20.5	31949	
10:06:52 429.0	20.5	31778	
10:06:53 428.3	20.5	31587	
10:06:54 425.3	20.5	31171	
10:06:55 421.6	20.5	30805	
10:06:57 415.7	20.5	30348	
10:06:58 413.3	20.5	30315	
10:06:59 411.9	20.5	30233	
10:07:00 410.2	20.6	29926	
10:07:01 404.7	20.6	29323	
10:07:02 394.6	20.6	28564	
10:07:03 386.9	20.6	28514	
10:07:04 387.7	20.6	28679	
10:07:05 390.3	20.6	28884	
10:07:07 394.0	20.6	29291	
10:07:08 398.0	20.6	29504	
10:07:09 399.7	20.6	29489	
10:07:10 399.3	20.6	29451	
10:07:11 396.7	20.6	28799	
10:07:12 387.7	20.6	28182	
10:07:13 379.9	20.6	27896	
10:07:14 379.5	20.6	27990	
10:07:15 378.6	20.6	27843	
10:07:17 374.8	20.6	27555	
10:07:18 363.8	20.6	26226	
10:07:19 350.0	20.6	25650	
10:07:20 335.0	20.6	24174	
10:07:21 317.0	20.6	23310	
10:07:22 304.0	20.6	22663	
10:07:23 291.1	20.6	21643	
10:07:24 262.9	20.6	18995	
10:07:25 238.8	20.6	18222	
10:07:26 228.5	20.6	18037	
10:07:28 219.7	20.6	17598	
10:07:29 210.3	20.6	17078	
10:07:30 202.2	20.6	16801	
10:07:31 196.0	20.6	16458	
10:07:32 191.0	20.6	16272	
10:07:33 186.5	20.5	16073	
10:07:34 183.0	20.5	15981	
10:07:35 179.7	20.5	15819	
10:07:36 176.9	20.5	15702	
10:07:38 173.6	20.5	15484	
10:07:39 171.1	20.5	15410	
10:07:40 169.7	20.5	15374	
10:07:41 168.9	20.5	15400	
10:07:42 168.6	20.5	15431	
10:07:43 168.2	20.5	15391	
10:07:44 167.4	20.5	15363	
10:07:45 167.4	20.5	15421	
10:07:46 168.5	20.5	15495	
10:07:48 168.4	20.5	15536	
10:07:49 168.3	20.5	15537	
10:07:50 168.3	20.5	15584	
10:07:51 168.7	20.4	15670	
10:07:52 171.0	20.4	15862	
10:07:53 172.8	20.4	15974	
10:07:54 175.0	20.4	16175	
10:07:55 177.5	20.4	16336	
10:07:56 183.3	20.4	17142	
10:07:58 195.1	20.4	18068	
10:07:59 208.0	20.4	19120	
10:08:00 220.3	20.4	19635	
10:08:01 224.2	20.4	19188	
10:08:02 220.4	20.4	18857	
10:08:03 219.8	20.4	18945	
10:08:04 221.5	20.4	19037	
10:08:05 235.1	20.4	21387	
10:08:06 274.1	20.4	24601	
10:08:08 325.3	20.4	28123	
10:08:09 355.9	20.4	29030	
10:08:10 372.1	20.3	29251	
10:08:11 374.6	20.3	28575	
10:08:12 362.1	20.3	26485	
10:08:13 348.3	20.3	26279	
10:08:14 348.2	20.3	26262	
10:08:15 342.6	20.3	25607	
10:08:16 329.4	20.3	24259	
10:08:18 316.8	20.3	23788	
10:08:19 304.6	20.3	22541	
10:08:20 293.0	20.3	22585	
10:08:21 296.1	20.3	23159	
10:08:22 288.6	20.3	21722	
10:08:23 259.9	20.3	18859	
10:08:24 235.6	20.3	18218	
10:08:25 223.8	20.3	17946	
10:08:26 218.0	20.3	17896	
10:08:28 213.9	20.3	17841	
10:08:29 210.5	20.3	17761	
10:08:30 204.7	20.3	17393	
10:08:31 196.0	20.3	16671	
10:08:32 188.8	20.2	16421	
10:08:33 183.4	20.2	16116	
10:08:34 178.9	20.2	15981	
10:08:35 176.7	20.2	16027	
10:08:36 176.5	20.2	16147	
10:08:37 177.1	20.2	16265	
10:08:39 176.3	20.2	16153	
10:08:40 173.4	20.2	15871	
10:08:41 170.2	20.2	15742	
10:08:42 167.9	20.2	15648	
10:08:43 166.7	20.2	15645	
10:08:44 166.1	20.1	15668	
10:08:45 165.7	20.1	15667	
10:08:46 165.0	20.1	15635	
10:08:47 164.3	20.1	15635	
10:08:49 164.3	20.1	15653	
10:08:50 164.1	20.1	15667	
10:08:51 163.9	20.1	15693	
10:08:52 164.0	20.1	15711	
10:08:53 164.0	20.1	15739	
10:08:54 163.8	20.1	15756	
10:08:55 163.7	20.1	15787	
10:08:56 163.8	20	15803	
10:08:57 163.8	20	15823	
10:08:59 163.9	20	15853	
10:09:00 163.9	20	15871	
10:09:01 164.0	20	15902	
10:09:02 164.0	20	15924	
10:09:03 164.1	20	15953	
10:09:04 164.1	20	15977	
10:09:05 164.2	20	16008	
10:09:06 164.2	20	16030	
10:09:07 164.3	20	16062	
10:09:08 164.4	19.9	16083	
10:09:10 164.4	19.9	16116	
10:09:11 164.5	19.9	16136	
10:09:12 164.6	19.9	16170	
10:09:13 164.7	19.9	16192	
10:09:14 164.9	19.9	16225	
10:09:15 165.1	19.9	16248	
10:09:16 165.3	19.9	16281	
10:09:17 165.8	19.9	16299	
10:09:18 166.1	19.9	16316	
10:09:19 166.4	19.9	16339	
10:09:21 166.6	19.9	16354	
10:09:22 166.7	19.9	16373	
10:09:23 166.8	19.9	16386	
10:09:24 166.9	19.9	16410	
